Date,Rg_mean_Wm2,Tair_mean_C,RH_pct_mean,P_sum,SHF_Wm2_mean,TS_C_mean,SWC_mean,n_SHF_mean,n_TS_mean,n_SWC_mean
2024-06-16,247.02464592770835,22.441770833333354,52.07295416666667,0,7.765481047222223,18.487177083333354,0.16172083333333334,3,2,1
2024-06-17,314.5805502576596,26.57034042553193,68.0558914893617,0,17.181567730496454,20.61044680851066,0.1472510425531915,3,2,1
2024-06-18,230.03628244104164,26.478166666666684,73.23726041666667,0.0013,16.015225555555556,21.558375000000026,0.133224375,3,2,1
2024-06-19,291.2209259133333,27.31914583333336,66.32359166666667,0,15.927787083333333,22.398677083333354,0.12531385416666665,3,2,1
2024-06-20,216.08555632645835,24.40354166666669,84.13478541666666,0.0013,11.712157407638887,22.239270833333354,0.11305414583333333,3,2,1
2024-06-21,301.39868363083326,23.888437500000023,84.56590416666667,0,12.13226870138889,22.31935416666669,0.106742375,3,2,1
2024-06-22,101.03869606595417,23.005270833333352,89.24703333333333,0.0082,7.680135048611112,21.593312500000025,0.10144723333333333,3,2,1
2024-06-23,198.03430068247954,20.513000000000023,90.26565454545455,0.0173,7.635174022727273,21.29793181818184,0.23511586818181818,3,2,0.5
2024-06-24,333.10296798707503,19.126645833333352,80.03208333333333,0.017599999999999998,2.9432157083333323,19.816093750000025,NA,3,2,0
2024-06-25,133.27193149322915,21.722875000000023,79.66478125,0.023400000000000004,7.228325618055555,20.148135416666687,0.1215394,3,2,0.5416666666666667
2024-06-26,219.7909567166667,21.91685416666669,83.755675,1e-4,6.815469322916667,20.50493750000003,0.0430378,3,2,0.02083333333333332
2024-06-27,342.36805840491667,16.52950000000002,68.19352916666666,0,-2.881133420833335,18.659666666666688,NA,3,2,0
2024-06-28,95.62351513895831,17.265437500000026,77.52231458333333,0,-1.151034631944444,18.03451041666669,NA,3,2,0
2024-06-29,178.28224598437504,21.738791666666685,89.61368125,0.0126,12.660202291666666,19.85391666666669,0.06775981111111111,3,2,0.1875
2024-06-30,331.0785311710638,17.329468085106413,68.9248489361702,0,-0.02874970921985807,19.182085106383003,NA,3,2,0
2024-07-01,341.62693209093123,14.79372916666669,65.21251666666667,0,-5.569365895833334,16.814593750000025,NA,3,2,0
2024-07-02,91.92631211638297,16.865361702127682,71.76098723404256,0.0026,-1.5148031702127658,17.087297872340447,NA,3,2,0
2024-07-03,231.92119003868748,21.600458333333354,77.86281041666666,4e-4,11.289460525694443,18.925385416666686,NA,3,2,0
2024-07-04,208.77180843229166,23.044333333333356,76.13309583333333,0,11.72215552777778,20.090093750000023,NA,3,2,0
2024-07-05,265.00546871999995,21.069083333333356,84.69103125,6e-4,8.884357270833334,20.40455208333335,NA,3,2,0
2024-07-06,94.04857363054055,18.850432432432452,90.17183783783784,0,1.8258529783783783,19.646972972972993,NA,3,2,0
2024-07-10,155.64855,19.71675000000002,95.35107500000001,0.001,5.672020833333334,21.24075000000002,0.0331609,3,2,0.25
2024-07-11,234.53297327583334,20.22535416666669,88.33766875,3.0000000000000003e-4,6.455684277777779,20.37185416666669,0.21857048411764707,3,2,0.7083333333333334
2024-07-12,291.629229855,21.899166666666687,81.1347875,0.0011,9.846714708333334,20.918760416666693,0.333399375,3,2,1
2024-07-13,314.93426708365,22.50800000000002,77.50154375,0,8.041603086805557,21.14768750000002,0.32199195833333333,3,2,1
2024-07-14,227.42436952387501,23.713000000000022,81.27184375,2e-4,11.161575354166667,21.82454166666669,0.3101706458333333,3,2,1
2024-07-15,298.815135901875,23.49472916666669,84.21602708333333,0.0021,12.49258605625,22.27295833333335,0.3119226041666667,3,2,1
2024-07-16,165.64596613443751,22.556875000000026,87.11711458333333,0.0038999999999999994,7.651707022916666,22.268645833333352,0.30595622916666665,3,2,1
2024-07-17,309.37435919583334,20.16510416666669,76.46114166666666,0,1.0508381250000012,20.86891666666669,0.2953302916666667,3,2.833333333333333,1
2024-07-18,301.2331086678298,16.925936170212786,71.46082765957448,0,-3.6636850780141823,19.12206382978726,0.24980809090909092,3,3,0.23404255319148923
2024-07-19,292.3580604334667,17.421687500000026,73.32100833333332,0,-1.3375178541666681,18.53910416666669,NA,3,3,0
2024-07-20,267.561578411525,18.781812500000026,77.98634583333333,0,2.5464939930555532,18.89332638888891,NA,3,3,0
2024-07-21,255.0932616436563,21.000208333333354,79.07967291666667,0,6.437778923611112,19.710652777777803,NA,3,3,0
2024-07-22,273.6581855146292,21.356437500000023,79.22485625,0,6.818893333333336,21.161902777777797,NA,3,2.9791666666666665,0
2024-07-23,230.78674181242553,19.528553191489387,79.75833829787234,0,1.9650533404255293,19.846163120567404,NA,3,3,0
2024-07-24,28.74025725928571,18.994535714285743,95.902925,0,-1.5164003857142858,19.90717857142859,NA,3,3,0
2024-07-25,322.7693353190708,18.225625000000022,73.9413875,0,-0.987387229166665,19.153090277777807,NA,3,3,0
2024-07-26,308.6144474063407,19.654458333333356,69.73725833333333,0,1.967775576388891,19.051243055555577,NA,3,3,0
2024-07-27,315.4021133160625,21.577312500000023,64.60155,0,3.7543397291666665,19.465312500000024,NA,3,3,0
2024-07-28,218.46808664791664,21.227895833333356,76.04181041666666,0,4.793865645833334,19.7839027777778,NA,3,3,0
2024-07-29,172.92177988208337,23.696875000000023,90.67053541666667,0.014599999999999998,10.3630698125,21.636916666666686,NA,3,3,0
2024-07-30,276.6434969622917,23.046708333333356,89.20226666666667,0.0021999999999999997,11.376340840277779,22.2891527777778,NA,3,3,0
2024-07-31,285.0580015848936,23.863553191489384,84.88734255319149,0,8.60925856737589,22.329503546099314,NA,3,3,0
2024-08-01,172.26749178833333,23.63979166666669,91.1759,1e-4,7.7620098631944465,22.599409722222248,NA,3,3,0
2024-08-02,178.3692204983333,23.752145833333355,88.47924375,0.0028,6.950832502777777,22.745472222222237,NA,3,3,0
2024-08-03,292.04740956187504,24.317833333333358,74.0273,0,4.004840243055556,22.192659722222245,NA,3,3,0
2024-08-04,235.08106426041667,22.383104166666694,74.23319375,0,2.8992020069444475,21.555055555555576,NA,3,3,0
2024-08-05,120.68041841791667,22.115041666666688,81.72322708333333,0,2.956957444444445,21.597409722222245,NA,3,3,0
2024-08-06,119.90857181270833,18.167062500000025,83.56566458333333,0.0252,-5.196924777777777,19.73988888888891,NA,3,3,0
2024-08-07,292.9424841404167,18.49362500000002,74.2954375,1e-4,-2.9750007847222233,18.44540972222224,NA,3,3,0
2024-08-08,273.4146821856666,18.97360416666669,77.26407916666668,0,1.693511186805555,18.916819444444464,NA,3,3,0
2024-08-09,252.39725575939582,18.532500000000024,74.18097916666667,0,0.3857391208333335,19.273104166666688,NA,3,3,0
2024-08-10,155.833587608875,15.664270833333356,78.35778125,0,-4.574680569444445,17.79685416666669,NA,3,3,0
2024-08-11,232.89263770393615,17.77104255319151,76.07927659574467,0,-1.550924482269502,17.90876595744683,0.26182418749999997,3,3,0.3404255319148935
2024-08-12,274.48636927113756,19.037166666666685,76.14441666666667,0,1.998149249999998,18.21763194444447,0.25851766666666665,3,3,1
